,tweet,username,palavra_chave,classificação
16,FIM DE PRIMEIRO TEMPO!  Holanda domina facilmente o Qatar e vai para o vestiário com a vantagem de 1 a 0 no placar.  #lanceCOPA #CopaDoMundoFIFA #Qatar2022  📷EFE / EPA / Tolga Bozoglu  https://t.co/beQYpeTfkh,lancenet,qatar,
232,"Fora da fase de grupos da Copa com problema no tornozelo direito, Neymar não sofria uma lesão séria desde novembro de 2021.  Na atual temporada, o camisa 10 do Brasil participou de 20 dos 22 jogos do PSG. Só foi desfalque quando precisou cumprir suspensão automática #genacopa  https://t.co/AMRavuOh2u",geglobo,copa,
164,"SÓ JOGADOR DE PESO 🔥⚽   A 2ª rodada da Copa já se foi, e temos alguns jogadores que se destacaram mais. Qual deles você acha que é o craque da Copa até aqui? 🧐   #UOLNaCopa2022  https://t.co/ufeBZZFmt8",uolesporte,catar,
204,"Perfil ESPN: Poliglota, maestro e craque, De Bruyne tem tudo para brilhar com a Bélgica no Qatar   #ESPNnoQatar #FutebolNaESPN   https://t.co/QT7d001nWM",espnbrasil,qatar,
242,De tenista profissional a 'vovô das Copas': argentinos fazem festa e provocam Brasil no Qatar antes da estreia    #FutebolNaESPN #ESPNnoQatar   https://t.co/QqV33UKAVM,espnbrasil,qatar,
146,"💪 NOVA GERAÇÃO  Jude Bellingham, Bukayo Saka, Pedri, Gavi... A geração nascida no século 21 chegou no Qatar pra mostrar que o futebol sairá do Mundial com novos ídolos    https://t.co/afCNT0LKnH",uolesporte,qatar,
393,Vini Jr fala sobre sonho de estrear em Copa e elogia Paquetá 'na volância' #FIFAWorldCup #Qatar2022  https://t.co/PwJmbeomss,uolesporte,catar,
11,CRISTIANO RONALDO SERÁ TITULAR!  Coreia do Sul x Portugal AO VIVO: Siga TUDO da Copa do Mundo no Qatar em TEMPO REAL   #ESPNnoQatar #FutebolNaESPN    https://t.co/Uj1LRxPDBL,espnbrasil,qatar,
128,"Fifa proíbe Bélgica de usar palavra ""love"" em segundo uniforme da Copa  Camisa branca terá de passar por modificações para poder ser usada no Catar #genacopa  https://t.co/88JSwz8sOh",geglobo,catar,
134,"Alicia Klein: Senegal vence Equador, honra Diop e avança na Copa dos técnicos africanos  https://t.co/DZLY9dBgYd",uolesporte,catar,
105,"O zagueiro Ben White, da Inglaterra, deixou a concentração da equipe e não atuará mais na Copa. A informação foi confirmada pela assessoria de imprensa da seleção inglesa  ""Ben White deixou o centro de treinamentos e retornou para casa por razões pessoais"" #genacopa  https://t.co/TrQUoC18ro",geglobo,copa,
139,"No blog do Paulo Cobos  Desde os 16, Vinícius Jr suportou críticas injustas e várias ironias canalhas. Apanhou, sofreu ofensas racistas. Respondeu jogando bola e com profissionalismo. Seja no Cariocão como na Copa do Mundo  #ESPNnoQatar    https://t.co/t8pwvIeoA6  https://t.co/RijrbYHWgW",espnbrasil,copa,
138,CHEGOU A HORA!  Polônia x Arábia Saudita AO VIVO: Siga TUDO da Copa do Mundo no Qatar em TEMPO REAL   #ESPNnoQatar #FutebolNaESPN    https://t.co/m0D6fL11Os,espnbrasil,qatar,
253,ESTREIA NA COPA: DEU NÓS!!!!! ⚽️⚽️  AGORA FALTAM SEIS JOGOS PARA O HEXA 😜🇧🇷 #genacopa  https://t.co/PHtsSuZuI7,geglobo,copa,
479,Copa do Mundo: o que há de especial nos óculos high-tech da Suíça? #FIFAWorldCup #Qatar2022  https://t.co/4nRrpu7lLZ,uolesporte,catar,
376,Saiba quais são as opções que Tite tem e treinou se perder Neymar na Copa #FIFAWorldCup #Qatar2022  https://t.co/PgJLa4RIsS,uolesporte,catar,
215,Copa do Mundo: um a cada quatro uruguaios acredita que o Uruguai será campeão  https://t.co/FImHpEYxKO,lancenet,copa,
52,"📢Sextou com #ResenhaESPN! Hoje, às 19h30, @plihalespn e convidados estarão juntos para repercutir todos os últimos acontecimentos da Copa do Mundo. FIQUE LIGADO!  Assista AO VIVO pela #ESPNnoStarPlus! Acesse:  https://t.co/yJbSbCT8RH  #ESPNnoQatar  https://t.co/bv598cSAtq",espnbrasil,copa,
151,Messi supera Maradona e bate mais um recorde pela Argentina na Copa do Mundo   #FutebolNaESPN #ESPNnoQatar    https://t.co/sjOxTtyIRe,espnbrasil,copa,
333,Real Madrid mostra versão 'retrô' de brasileiros na Copa; veja #FIFAWorldCup #Qatar2022  https://t.co/rV8k0VLGDu,uolesporte,catar,
86,"HISTÓRICO!  Stephanie Frappart se tornou a primeira mulher a apitar uma partida da Copa do Mundo masculina, em Alemanha x Costa Rica!  (via @ESPNFC)  #ESPNnoQatar  https://t.co/88JDJF2e3t",espnbrasil,copa,
250,"VEM TRANQUILO! ⚽️🏆🇧🇷⚔️🇷🇸  Técnico da Sérvia exalta ""geração dourada"" do Brasil e confia em vitória na estreia na Copa   https://t.co/baqMzknKdd",lancenet,copa,
17,Por que uruguaios estão cantando no Qatar que são TETRACAMPEÕES do mundo 🏆🏆🇺🇾🏆🏆  👉  https://t.co/sIJ4xa5v2t  #ESPNnoQatar  https://t.co/V24iIMzng3,espnbrasil,qatar,
138,'Vovôs' da Bélgica na Copa do Mundo já sofreram contra o Palmeiras: 'Eu sempre comprava os caras na Master League'    https://t.co/kqGS17BYNn   #FutebolNaESPN #ESPNnoQatar #ESPNnoStarPlus,espnbrasil,copa,
137,Belle Silva comanda 'bonde' de familiares de Thiago Silva no Qatar; assista #FIFAWorldCup #Qatar2022  https://t.co/egEisXCpjU,uolesporte,qatar,
334,"País de Gales acolhe veto da Fifa e usa apenas a braçadeira oficial na estreia na Copa  Equipe comandada por Gareth Bale também não repete protesto que ingleses fizeram mais cedo, quando se ajoelharam no início do jogo com o Irã #genacopa  https://t.co/Xsk7Xe3RiS",geglobo,copa,
38,Critérios de desempate na Copa: entenda regras para saldo de gols e cartões #FIFAWorldCup #Qatar2022  https://t.co/r6orlJwaIV,uolesporte,catar,
222,🎥 Bélgica perde pro Marrocos e se complica na Copa do Mundo do Qatar #UOLNaCopa2022  https://t.co/zT6QnEXUjI,uolesporte,catar,
24,Torcedoras acusam governo do Irã de enviar espiões à Copa do Mundo  Vídeo mostra agentes que foram ao Catar infiltrados para registrar qualquer ação de protesto contra regime. Jornalista brasileira relata ameaças e agressões #genacopa  https://t.co/6Dsijq18Bb,geglobo,catar,
273,"'A Espanha pode ganhar a Copa do Mundo, vamos para a guerra', destaca Jordi Alba, antes da estreia  https://t.co/AswqZLFcdc",lancenet,copa,
80,"Portugal classificado; Gana, Coreia do Sul e Uruguai na briga: confira as contas do grupo H por vaga nas oitavas da Copa do Mundo  #FutebolNaESPN #ESPNnoQatar  https://t.co/GiUOUtWoyW",espnbrasil,copa,
44,Espetacular! Catar inaugura estádio de contêineres de transporte reciclados para a Copa do Mundo; VEJA detalhes  #FutebolNaESPN    https://t.co/JwSETaDq0s,espnbrasil,catar,
18,"🇶🇦 COPA DO MUNDO NO CATAR  De uniforme a não ter eventos públicos pros jogos da Copa, países começam a anunciar medidas contra o Mundial no país árabe ⤵️   https://t.co/DvMvlZGe2S",uolesporte,copa,
189,Torcedores do Real Madrid na Copa reagem ao saber que podem enfrentar o Flamengo: 'Mundialzinho'   #ESPNnoQatar #FutebolNaESPN   https://t.co/8DCK1vioH7,espnbrasil,copa,
48,"Pessoal, alguém manda essa foto pro Diego Alonso. Acho que ele não percebeu que o Arrascaeta desembarcou no Qatar.  #qatar2022 #CopaDoMundoFIFA   📷Adrian Dennis / AFP  https://t.co/DPtvseV3Ru",lancenet,qatar,
223,"Pulisic marcou, lesionou e garantiu a classificação dos Estados Unidos para as oitavas da Copa do Mundo!  Os melhores momentos da partida estão no disponíveis para assinantes Star+! Acesse:  https://t.co/XkGfue2jnY  #ESPNnoQatar #ESPNnoStarPlus  https://t.co/iNTOBB16m1",espnbrasil,copa,
148,"FIFA faz homenagem a Maradona no Qatar, reúne campeões pela Argentina e emociona: 'Muito poucos fizeram o que ele fez'  #FutebolNaESPN #ESPNnoQatar   https://t.co/WrS5HCvHin",espnbrasil,qatar,
71,A ZUEIRA NUNCA ACABA 😂⚽️  Torcedor do Japão ‘tira onda’ após vitória contra a Espanha na Copa do Mundo e provoca: ‘Cadê o Morata?’ - VEJA  #ESPNnoQatar #ESPNnoStarPlus #FutebolNaESPN    https://t.co/K8OwDG21jt,espnbrasil,copa,
166,"""O contato do goleiro vem depois do cabeceio e em nada interfere na ação do Messi, além do contato ter sido mínimo. Isto não é pênalti! Errou o VAR em chamar e errou o árbitro (que pareceu até constrangido) em marcar. Mais um erro grave nesta Copa do Mundo.""  - @RuelRenata  https://t.co/kqbDlZT8lf",espnbrasil,copa,
94,Esposas de astros da Inglaterra gastam R$ 130 mil em navio de luxo no Qatar #FIFAWorldCup #Qatar2022  https://t.co/XeeJ1h5MUJ,uolesporte,qatar,
1,"Adversários no Qatar, Argentina e Austrália já decidiram repescagem com Maradona como protagonista  👉  https://t.co/z4ZkMlaGUR  https://t.co/5dHkTioAqS",lancenet,qatar,
60,DANILO NO ESTÁDIO!  Ele tá no 974 fazendo tratamento pro tornozelo. O @gabe_carneiro tá lá no Qatar e conta mais 👇  #UOLNaCopa2022,uolesporte,qatar,
105,Bobeada do goleiro e 'tapa debochado': Canadá x Marrocos teve um dos gols mais bizarros da Copa do Mundo até aqui; VEJA   #FutebolNaESPN #ESPNnoQatar   https://t.co/MkLuJEa4H3,espnbrasil,copa,
330,"🔴 AO VIVO Neymar em 3ª Copa lesionado: seleção vai manter o nível? Quem vai substituir os desfalques?   ➡️ Veja os comentários ao vivo de @wcasagrandejr, @blogdojuca, @ultrajano, @ArnaldoJRibeiro e @ETironi   #PosseDeBolaCopa   https://t.co/byugHSI1dY",uolesporte,catar,
87,FIIIIIIM DE JOGO!🇵🇹  Portugal bate o Uruguai por 2 a 0 e está classificada para as oitavas de final da Copa do Mundo.   #portugal #uruguai #copadomundo #qatar2022 #MostraTuaForça  https://t.co/UU4JUYnbcv,lancenet,copa,
264,Messi sai aliviado de 'jogo limite' e prevê Argentina mais solta na Copa #FIFAWorldCup #Qatar2022  https://t.co/vGve9TDlIK,uolesporte,catar,
6,"Criticada por fazer show na Copa, Ludmilla promete 'contribuir com as causas LGBTQIA+' no Qatar  📲 https://t.co/EQTThint36  https://t.co/ztmYJYiLhS",lancenet,qatar,
33,BAILE NO QATAR🕺💃  Brasileiros viralizam nas redes sociais após dança com povo local  📲 https://t.co/4naywfmtxP  https://t.co/UGGadF4Ysu,lancenet,qatar,
10,Milly defende árbitra brasileira na Copa: 'Luta é pelo direito de errar' #FIFAWorldCup #Qatar2022  https://t.co/AjhRXwy1EZ,uolesporte,catar,
133,Clima de Libertadores no Qatar   #FutebolNaESPN #ESPNnoQatar     https://t.co/7JCl4I5LVl,espnbrasil,qatar,
48,"Portugal classificado; Gana, Coreia do Sul e Uruguai na briga: confira as contas do grupo H por vaga nas oitavas da Copa do Mundo  #FutebolNaESPN #ESPNnoQatar   https://t.co/GiUOUtWoyW",espnbrasil,copa,
40,"Brasil líder com empate e a briga por vaga do grupo G: o que Suíça, Sérvia e Camarões precisam fazer por 8ªs da Copa do Mundo  #FutebolNaESPN #ESPNnoQatar   https://t.co/Pz0NQyfACc",espnbrasil,copa,
206,"A ZEBRA GALOPA NO QATAR!!!  Alemanha sai na frente, mas leva virada arrebatadora do Japão e começa Copa do Mundo tropeçando feio    https://t.co/UDmhcEZJD7   #FutebolNaESPN #ESPNnoQatar #ESPNnoStarPlus",espnbrasil,qatar,
185,"Emocionante a comemoração da mãe do lateral Sam Adekugbe, do Canadá 🇨🇦, quando ele entrou em campo para jogar a Copa do Mundo 👏👏👏👏 #genacopa  https://t.co/vuIAEgJsur",geglobo,copa,
349,"Destaque da Coreia do Sul na Copa do Mundo, Son também brilha pelo Tottenham na Premier League; VEJA!  #ESPNnoQatar #FutebolNaESPN   https://t.co/YiCQ2BosSd",espnbrasil,copa,
9,"O trio de zagueiros é formado por veteranos, que jogam em times da Liga Belga. Os titulares no Catar devem ser Toby Alderweireld (33, do Royal Antwerp), Jan Verthongen (35, do Anderlecht), e Dedryck Boyata (31, do Club Brugge).",uolesporte,copa,
193,"É dia de Brasil no Qatar! Acertou quantas respostas, fã de esporte?  O Equipe F é AO VIVO e EXCLUSIVO para assinantes Star+!  Acesse:  https://t.co/mzhw5KuAq3  #ESPNnoQatar #ESPNnoStarPlus  https://t.co/aRBLXCvLjY",espnbrasil,qatar,
369,"Goleiro da Inter de Milão se irrita com jeito de Camarões jogar, discute com comissão técnica e abandona Copa do Mundo    https://t.co/RUXz8nF1Yv   #FutebolNaESPN #ESPNnoQatar #ESPNnoStarPlus",espnbrasil,copa,
321,"Contra Portugal, Arrascaeta começa no banco do Uruguai novamente na Copa; veja as escalações    https://t.co/B9eXpyhoWm   #FutebolNaESPN #ESPNnoQatar #ESPNnoStarPlus",espnbrasil,copa,
52,REPERCUSSÃO! 👀🗣️🏁  Confira declarações dos pilotos após sexta-feira do GP do Catar de F1 2021 #lancenet   https://t.co/yZGH7i9dYN  https://t.co/o5Mw5q0Z0F,lancenet,catar,
38,Secretário-geral fala em 400 trabalhadores mortos no Qatar; nota desmente #FIFAWorldCup #Qatar2022  https://t.co/hk3VGqBgUd,uolesporte,qatar,
197,Alívio hermano! Argentina viva na Copa do Mundo! #genacopa  https://t.co/DHY5BCfPZk,geglobo,copa,
486,Daqui a pouco o Canadá volta pra Copa contra a Bélgica depois de décadas. Enquanto isso tem tetracampeã mundial vendo tudo do sofá... 🇮🇹😅  #UOLNaCopa2022  https://t.co/JOPpIGlsBQ,uolesporte,catar,
82,"OS ASTROS ESTÃO SE ALINHANDO 😄  Brasil escapa de França, Inglaterra e Espanha e tem 'caminho aberto' no mata-mata da Copa do Mundo; veja cenários  #FutebolNaESPN #ESPNnoQatar  https://t.co/KkqTNAFJ1o",espnbrasil,copa,
123,Não tá fácil para o Qatar!  #UOLNaCopa2022  https://t.co/tRhRjnobG7,uolesporte,qatar,
493,Milton Neves: Show de bola! Espanha encanta com a melhor apresentação da Copa até aqui!  https://t.co/zprMKerBPv,uolesporte,catar,
237,MEU AMIGO! 🤯🇪🇸  Alguém vai negar o chocolate que a Costa Rica levou da Espanha nessa estreia de Copa do Mundo? Se liga nesses números! 🔥  #copadomundo2022 #MostraTuaForça  #WorldcupQatar2022 #lanceCOPA  https://t.co/ht7dHVbq8n,lancenet,copa,
35,"Gakpo atinge marca de Cruyff, Holanda bate Qatar e avança em 1º do grupo #FIFAWorldCup #Qatar2022  https://t.co/vgh0tqKPHo",uolesporte,qatar,
70,Copa do Mundo: saiba as contas que o Uruguai precisa fazer para se classificar às oitavas  https://t.co/kIeheTWcoj,lancenet,copa,
6,Tá chegando... 🏆 Copa do Mundo do Catar terá NOVIDADE EXCLUSIVA para jogadores!  👉  https://t.co/WNG0dQrGB5  #FutebolNaESPN  https://t.co/ICQQvtdvDy,espnbrasil,catar,
